sequence.start,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,FileName,user,FullName,id,desorb.Start.diff,rowSum,nameBlank,Mixup,kBlank,Cluster
2019-08-28T08:45:49Z,2019-08-28T20:34:51Z,2019-08-28T20:40:05Z,2019-08-28T20:34:51Z,Desorbed NA,9,9,NA,9,NA,314,ERB8_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ERB8_08282019.qgd,cffb1e93-951d-4d26-a300-f7e37b497793,2187,279390326,FALSE,TRUE,TRUE,2
2019-08-28T08:45:49Z,2019-08-28T21:11:39Z,2019-08-28T21:16:56Z,2019-08-28T21:11:39Z,Desorbed NA,10,10,NA,10,NA,317,ERBAIR1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ERBAIR1_08282019.qgd,cffb1e93-951d-4d26-a300-f7e37b497793,2208,278465712,FALSE,TRUE,TRUE,2
2019-08-28T08:45:49Z,2019-08-28T21:49:38Z,2019-08-28T21:53:51Z,2019-08-28T21:49:38Z,Desorbed NA,11,11,NA,11,NA,253,ERBAIR2_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ERBAIR2_08282019.qgd,cffb1e93-951d-4d26-a300-f7e37b497793,2279,272472779,FALSE,TRUE,TRUE,2
2019-08-28T08:45:49Z,2019-08-28T22:15:09Z,NA,2019-08-28T22:15:09Z,NA NA,12,12,NA,12,NA,NA,NA,NA,NA,cffb1e93-951d-4d26-a300-f7e37b497793,1531,NA,NA,NA,NA,NA
2019-08-28T15:36:06Z,2019-08-28T22:40:40Z,2019-08-28T22:34:02Z,2019-08-28T22:34:02Z,Desorbed NA,12,1,NA,1,NA,398,ERB9_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/ERB9_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,1531,288998401,FALSE,TRUE,TRUE,2
2019-08-28T15:36:06Z,2019-08-28T23:11:06Z,2019-08-28T23:16:13Z,2019-08-28T23:11:06Z,Desorbed NA,13,2,NA,2,NA,307,LERB1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/LERB1_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,1826,336983828,FALSE,TRUE,TRUE,2
2019-08-28T15:36:06Z,2019-08-28T23:48:42Z,2019-08-28T23:53:52Z,2019-08-28T23:48:42Z,Desorbed NA,14,3,NA,3,NA,310,LERBAIR1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/LERBAIR1_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2256,295441772,FALSE,TRUE,TRUE,2
2019-08-28T15:36:06Z,2019-08-29T00:26:28Z,2019-08-29T00:31:34Z,2019-08-29T00:26:28Z,Desorbed NA,15,4,NA,4,NA,306,LERB2_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/LERB2_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2266,290386790,FALSE,TRUE,TRUE,2
2019-08-28T15:36:06Z,2019-08-29T01:04:07Z,2019-08-29T01:09:21Z,2019-08-29T01:04:07Z,Desorbed NA,16,5,NA,5,NA,314,LERB3_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/LERB3_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2259,281444383,FALSE,TRUE,TRUE,2
2019-08-28T15:36:06Z,2019-08-29T01:41:26Z,2019-08-29T01:46:45Z,2019-08-29T01:41:26Z,Desorbed NA,17,6,NA,6,NA,319,BVB1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/BVB1_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2239,278598109,FALSE,FALSE,FALSE,1
2019-08-28T15:36:06Z,2019-08-29T02:18:32Z,2019-08-29T02:23:38Z,2019-08-29T02:18:32Z,Desorbed NA,18,7,NA,7,NA,306,BVB2_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/BVB2_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2226,302591926,FALSE,FALSE,FALSE,1
2019-08-28T15:36:06Z,2019-08-29T02:54:57Z,2019-08-29T03:00:13Z,2019-08-29T02:54:57Z,Desorbed NA,19,8,NA,8,NA,316,BVB3_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/BVB3_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2185,258804306,FALSE,TRUE,TRUE,2
2019-08-28T15:36:06Z,2019-08-29T03:31:43Z,2019-08-29T03:36:56Z,2019-08-29T03:31:43Z,Desorbed NA,20,9,NA,9,NA,313,BVB4_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/BVB4_08282019.qgd,ebaecfe7-7059-4c39-bc8f-785c21c6bbde,2206,265873609,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T05:05:34Z,NA,2019-08-29T05:05:34Z,Desorbed NA,1,1,NA,1,NA,NA,NA,NA,NA,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,5631,NA,NA,NA,NA,NA
2019-08-28T22:00:39Z,2019-08-29T05:35:59Z,2019-08-29T05:41:19Z,2019-08-29T05:35:59Z,Desorbed NA,2,2,NA,2,NA,320,bbair1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bbair1_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,1825,223516777,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T06:11:46Z,2019-08-29T06:17:02Z,2019-08-29T06:11:46Z,Desorbed NA,3,3,NA,3,NA,316,marair1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/marair1_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2147,271401372,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T06:47:35Z,2019-08-29T06:52:42Z,2019-08-29T06:47:35Z,Desorbed NA,4,4,NA,4,NA,307,marair2_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/marair2_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2149,274754284,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T07:23:16Z,2019-08-29T07:28:35Z,2019-08-29T07:23:16Z,Desorbed NA,5,5,NA,5,NA,319,mar1_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar1_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2141,313926289,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T07:58:59Z,2019-08-29T08:04:18Z,2019-08-29T07:58:59Z,Desorbed NA,6,6,NA,6,NA,319,mar2_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar2_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2143,256815305,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T08:34:51Z,2019-08-29T08:40:10Z,2019-08-29T08:34:51Z,Desorbed NA,7,7,NA,7,NA,319,mar3_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar3_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2152,275678566,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T09:10:35Z,2019-08-29T09:15:53Z,2019-08-29T09:10:35Z,Desorbed NA,8,8,NA,8,NA,318,mar4_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar4_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2144,250624637,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T09:46:19Z,2019-08-29T09:51:36Z,2019-08-29T09:46:19Z,Desorbed NA,9,9,NA,9,NA,317,mar5_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar5_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2144,239006273,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T10:22:08Z,2019-08-29T10:27:14Z,2019-08-29T10:22:08Z,Desorbed NA,10,10,NA,10,NA,306,mar6_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar6_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2149,226559190,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T10:58:26Z,2019-08-29T11:02:41Z,2019-08-29T10:58:26Z,Desorbed NA,11,11,NA,11,NA,255,mar7_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar7_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2178,253899006,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T11:33:09Z,2019-08-29T11:38:27Z,2019-08-29T11:33:09Z,Desorbed NA,12,12,NA,12,NA,318,mar8_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar8_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2083,218040372,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T12:08:49Z,2019-08-29T12:14:10Z,2019-08-29T12:08:49Z,Desorbed NA,13,13,NA,13,NA,321,mar9_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar9_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2140,221090741,FALSE,TRUE,TRUE,2
2019-08-28T22:00:39Z,2019-08-29T12:44:28Z,2019-08-29T12:49:45Z,2019-08-29T12:44:28Z,Desorbed NA,14,14,NA,14,NA,317,mar10_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mar10_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2139,286761410,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T13:19:57Z,2019-08-29T13:25:07Z,2019-08-29T13:19:57Z,Desorbed NA,15,15,NA,15,NA,310,4011_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4011_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2129,273906487,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T13:55:34Z,2019-08-29T14:00:55Z,2019-08-29T13:55:34Z,Desorbed NA,16,16,NA,16,NA,321,4012_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4012_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2137,252825341,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T14:31:20Z,2019-08-29T14:36:29Z,2019-08-29T14:31:20Z,Desorbed NA,17,17,NA,17,NA,309,4013_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4013_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2146,275938563,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T15:06:49Z,2019-08-29T15:12:04Z,2019-08-29T15:06:49Z,Desorbed NA,18,18,NA,18,NA,315,4014_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4014_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2129,279498344,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T15:42:40Z,2019-08-29T15:48:00Z,2019-08-29T15:42:40Z,Desorbed NA,19,19,NA,19,NA,320,4015_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4015_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2151,280436413,FALSE,FALSE,FALSE,1
2019-08-28T22:00:39Z,2019-08-29T16:18:31Z,2019-08-29T16:23:48Z,2019-08-29T16:18:31Z,Desorbed NA,20,20,NA,20,NA,317,4016_08282019.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4016_08282019.qgd,9be50aa8-4f31-45cb-ad34-b18d82cc8bb7,2151,261172480,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-29T17:29:11Z,2019-08-29T17:23:07Z,2019-08-29T17:23:07Z,Desorbed NA,1,1,NA,1,NA,364,Blank_08292019am.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Blank_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,4240,228359884,TRUE,FALSE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T17:59:37Z,2019-08-29T18:04:56Z,2019-08-29T17:59:37Z,Desorbed NA,2,2,NA,2,NA,319,4017_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/4017_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,1826,242269649,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T18:35:54Z,2019-08-29T18:41:01Z,2019-08-29T18:35:54Z,Desorbed NA,3,3,NA,3,NA,307,401air1_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/401air1_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2177,251130576,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T19:12:28Z,2019-08-29T19:17:44Z,2019-08-29T19:12:28Z,Desorbed NA,4,4,NA,4,NA,316,401air2_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/401air2_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2194,262272796,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T19:49:25Z,2019-08-29T19:54:40Z,2019-08-29T19:49:25Z,Desorbed NA,5,5,NA,5,NA,315,beetles_lerb_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/beetles_lerb_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2217,285128316,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T20:26:24Z,2019-08-29T20:31:44Z,2019-08-29T20:26:24Z,Desorbed NA,6,6,NA,6,NA,320,thrips_elk_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/thrips_elk_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2219,321798588,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T21:03:30Z,2019-08-29T21:08:48Z,2019-08-29T21:03:30Z,Desorbed NA,7,7,NA,7,NA,318,elkair1_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elkair1_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2226,260547842,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-29T21:40:31Z,2019-08-29T21:45:53Z,2019-08-29T21:40:31Z,Desorbed NA,8,8,NA,8,NA,322,elk1_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk1_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2221,344627752,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-29T22:17:45Z,2019-08-29T22:23:01Z,2019-08-29T22:17:45Z,Desorbed NA,9,9,NA,9,NA,316,elk2_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk2_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2234,364614092,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-29T22:54:46Z,2019-08-29T23:00:05Z,2019-08-29T22:54:46Z,Desorbed NA,10,10,NA,10,NA,319,elk3_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk3_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2221,360728168,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-29T23:32:48Z,2019-08-29T23:37:09Z,2019-08-29T23:32:48Z,Desorbed NA,11,11,NA,11,NA,261,elk4_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk4_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2282,280936885,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T00:08:16Z,2019-08-30T00:13:32Z,2019-08-30T00:08:16Z,Desorbed NA,12,12,NA,12,NA,316,elk5_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk5_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2128,312660729,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T00:44:46Z,2019-08-30T00:50:06Z,2019-08-30T00:44:46Z,Desorbed NA,13,13,NA,13,NA,320,elk6_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk6_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2190,351267026,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T01:22:09Z,2019-08-30T01:27:27Z,2019-08-30T01:22:09Z,Desorbed NA,14,14,NA,14,NA,318,elk7_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk7_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2243,339728958,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T01:59:16Z,2019-08-30T02:04:23Z,2019-08-30T01:59:16Z,Desorbed NA,15,15,NA,15,NA,307,elk8_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/elk8_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2227,294985747,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T02:36:03Z,2019-08-30T02:41:18Z,2019-08-30T02:36:03Z,Desorbed NA,16,16,NA,16,NA,315,mex1_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mex1_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2207,483191873,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T03:12:39Z,2019-08-30T03:17:53Z,2019-08-30T03:12:39Z,Desorbed NA,17,17,NA,17,NA,314,mex2_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mex2_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2196,259384898,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-30T03:49:05Z,2019-08-30T03:54:22Z,2019-08-30T03:49:05Z,Desorbed NA,18,18,NA,18,NA,317,mex3_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mex3_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2186,259924784,FALSE,TRUE,TRUE,2
2019-08-29T10:24:18Z,2019-08-30T04:25:34Z,2019-08-30T04:30:43Z,2019-08-30T04:25:34Z,Desorbed NA,19,19,NA,19,NA,309,mex4_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mex4_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2189,324823774,FALSE,FALSE,FALSE,1
2019-08-29T10:24:18Z,2019-08-30T05:01:35Z,2019-08-30T05:06:43Z,2019-08-30T05:01:35Z,Desorbed NA,20,20,NA,20,NA,308,mex5_08292019am.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mex5_08292019am.qgd,22389d36-133d-4a55-920c-4596e17eee76,2161,265272271,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T06:12:00Z,2019-08-30T06:05:28Z,2019-08-30T06:05:28Z,Desorbed NA,1,1,NA,1,NA,392,Blank_08292019pm.qgd,Blank : RMBL,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/Blank_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,4225,242002830,TRUE,FALSE,TRUE,2
2019-08-29T23:07:09Z,2019-08-30T06:42:31Z,2019-08-30T06:47:50Z,2019-08-30T06:42:31Z,Desorbed NA,2,2,NA,2,NA,319,mex6_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mex6_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,1831,354287880,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T07:18:07Z,2019-08-30T07:23:25Z,2019-08-30T07:18:07Z,Desorbed NA,3,3,NA,3,NA,318,mexair1_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/mexair1_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2136,288025723,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T07:53:47Z,2019-08-30T07:59:04Z,2019-08-30T07:53:47Z,Desorbed NA,4,4,NA,4,NA,317,lerbair2_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/lerbair2_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2140,274158413,FALSE,TRUE,TRUE,2
2019-08-29T23:07:09Z,2019-08-30T08:29:20Z,2019-08-30T08:34:30Z,2019-08-30T08:29:20Z,Desorbed NA,5,5,NA,5,NA,310,lerb4_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/lerb4_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2133,332622001,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T09:04:44Z,2019-08-30T09:10:01Z,2019-08-30T09:04:44Z,Desorbed NA,6,6,NA,6,NA,317,lerb5_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/lerb5_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2124,262785818,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T09:40:21Z,2019-08-30T09:45:31Z,2019-08-30T09:40:21Z,Desorbed NA,7,7,NA,7,NA,310,lerb6_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/lerb6_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2137,255709571,FALSE,TRUE,TRUE,2
2019-08-29T23:07:09Z,2019-08-30T10:15:47Z,2019-08-30T10:21:06Z,2019-08-30T10:15:47Z,Desorbed NA,8,8,NA,8,NA,319,bwbair1_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwbair1_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2126,271477558,FALSE,TRUE,TRUE,2
2019-08-29T23:07:09Z,2019-08-30T10:51:20Z,2019-08-30T10:56:28Z,2019-08-30T10:51:20Z,Desorbed NA,9,9,NA,9,NA,308,bwb1_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb1_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2133,291514775,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T11:26:49Z,2019-08-30T11:32:08Z,2019-08-30T11:26:49Z,Desorbed NA,10,10,NA,10,NA,319,bwb2_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb2_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2129,304321883,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T12:03:21Z,2019-08-30T12:07:39Z,2019-08-30T12:03:21Z,Desorbed NA,11,11,NA,11,NA,258,bwb3_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb3_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2192,239426444,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T12:37:46Z,2019-08-30T12:43:06Z,2019-08-30T12:37:46Z,Desorbed NA,12,12,NA,12,NA,320,bwb4_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb4_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2065,318845035,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T13:13:21Z,2019-08-30T13:18:41Z,2019-08-30T13:13:21Z,Desorbed NA,13,13,NA,13,NA,320,bwb5_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb5_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2135,330860206,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T13:48:47Z,2019-08-30T13:53:54Z,2019-08-30T13:48:47Z,Desorbed NA,14,14,NA,14,NA,307,bwb6_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb6_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2126,297309929,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T14:24:11Z,2019-08-30T14:29:30Z,2019-08-30T14:24:11Z,Desorbed NA,15,15,NA,15,NA,319,bwb7_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb7_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2124,263156477,FALSE,FALSE,FALSE,1
2019-08-29T23:07:09Z,2019-08-30T15:00:00Z,2019-08-30T15:05:27Z,2019-08-30T15:00:00Z,Desorbed NA,16,16,NA,16,NA,327,bwb8_08292019pm.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Lupinus argenteus/bwb8_08292019pm.qgd,39685a14-1ca8-4d9e-a820-ef733a36fc62,2149,302370518,FALSE,FALSE,FALSE,1
